,titles,keys,cluster_num
9211,2-Piece Snug Fit Cotton Christmas PJs,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
8506,5-Pack Tank Top Bodysuits,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
6459,3-Piece Little Jacket Set,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
450,4-Piece Snug Fit Cotton PJs,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
532,Tiered Ruffle Strawberry Print Dress,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
6742,Carter's Hello Slip-On Sneakers,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
6358,Fleece Jumpsuit,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
6363,French Terry Shorts,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
320,OshKosh Quilted Puffer Vest,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
6722,Carter's Scalloped Rashguard Set,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
6353,Cotton Snap-Up Sleep & Play,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
873,5-Pack Little Matey Sleeveless Original Bodysuits,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
7432,Carter's Every Step Stage 2 Shoe,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
936,Metallic Ribbed Cardigan,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
9174,Carter's Faux Suede Laser-Cut Flats,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
595,3-Piece Babysoft Bodysuit & Pant Set,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
9561,Dobby Stripe Button-Front Shirt,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
8988,3-Piece Poncho Set,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
7465,Long-Sleeve Dog Graphic Tee,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
11240,Long-Sleeve Poodle Graphic Tee,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
9827,Long-Sleeve Hooded Tee,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
11150,Embellished Girlfriend Jeans - Nineties Wash,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
7029,Long-Sleeve Penguin Graphic Tee,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
8212,Floral Embroidered Romper,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
6253,Poodle Leggings,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
11348,2-Piece French Terry Pullover & Legging Set,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
10930,2-Piece Bodysuit Pant Set,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
6538,3-Piece Little Vest Set,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
11200,2-Piece Reindeer Top & Fleece Pant Set,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
9323,Carter's Mary Jane Crib Shoes,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
10271,Crocs Dawson Easy-On Shoe,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
11097,Fleece Zip-Up Sleep & Play,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
9396,Paint Splatter Denim Overalls,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
9614,Jersey-Lined Poplin Joggers,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
10287,Baseball Graphic Tee,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
9403,One Cool Cat Graphic Tee,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
4410,Quilted Puffer Jacket,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
6737,Striped Sunsuit,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
11114,Terry Snap-Up Sleep & Play,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
7862,1-Piece Fleece PJs,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
9227,Denim Jacket,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
10067,1-Piece Snug Fit Cotton PJs,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
6714,Stride Rite Made2Play Soni Sandal,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
6644,Saucony Ride 7 Sneaker,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
9294,Fleece Christmas Sleep Gown,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
6632,Snow Fleece Hoodie,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
6646,Carter's Glitter Mary Jane Crib Shoes,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
4253,2-Piece Little Sweater Set,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
3704,2-Piece Babysoft Bodysuit Dress & Cardigan Set,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
7683,Printed Polo Romper,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
4579,Gingham Poplin Shirt Dress,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
5476,2-Piece Polo & Canvas Short Set,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
4386,2-Piece Chambray Button-Front & Canvas Short Set,"['age_of_oldest_child', 'number_of_kids', 'age_of_youngest_child']",1.0
11260,"Have a New Kid by Friday: How to Change Your Child's Attitude, Behavior & Character in 5 Days",['browse_similar_products_by_category'],2.0
6772,Shadow in Serenity,['browse_similar_products_by_category'],2.0
6505,A Plain and Simple Christmas,['browse_similar_products_by_category'],2.0
8200,Duck Dynasty Season 2,['browse_similar_products_by_category'],2.0
3565,VeggieTales Triple Feature DVD: Rumor Mill / Fib From Outer Space / Dave And The Giant Pickle,['browse_similar_products_by_category'],2.0
11048,"Have a New Husband by Friday: How to Change His Attitude, Behavior & Communication in 5 Days",['browse_similar_products_by_category'],2.0
8628,Karen Kingsbury's The Bridge: The Complete Store,['browse_similar_products_by_category'],2.0
6911,NIRV Free on the Inside Bible,['browse_similar_products_by_category'],2.0
9145,"Signed, Sealed Delivered: From Paris with Love",['browse_similar_products_by_category'],2.0
10081,"NIV, Holy Bible, Compact, Paperback, Purple",['browse_similar_products_by_category'],2.0
9807,High-Tc Copper Oxide Superconductors and Related Novel Materials,"['copyright', 'copyright_holder']",3.0
6356,Thoracoscopy for Pulmonologists,"['copyright', 'copyright_holder']",3.0
7325,Your Passport to Gifted Education,"['copyright', 'copyright_holder']",3.0
5231,Fundamentals of Computer Architecture and Design,"['copyright', 'copyright_holder']",3.0
10330,Pocket Manual of General Thoracic Surgery,"['copyright', 'copyright_holder']",3.0
7599,Smarter as the New Urban Agenda,"['copyright', 'copyright_holder']",3.0
7243,"Lampreys: Biology, Conservation and Control","['copyright', 'copyright_holder']",3.0
6626,Heavily-Doped 2D-Quantized Structures and the Einstein Relation,"['copyright', 'copyright_holder']",3.0
8456,"Borders, Mobility and Technologies of Control","['copyright', 'copyright_holder']",3.0
8800,"Racial Justice, Policies and Courts' Legal Reasoning in Europe","['copyright', 'copyright_holder']",3.0
8584,The Theory of Turbulence,"['copyright', 'copyright_holder']",3.0
6946,Particulate Composites,"['copyright', 'copyright_holder']",3.0
8004,Mechanisms of Gene Regulation,"['copyright', 'copyright_holder']",3.0
9742,Mineral Resource Estimation,"['copyright', 'copyright_holder']",3.0
9457,Volcanic Tourist Destinations,"['copyright', 'copyright_holder']",3.0
8675,3D Research Challenges in Cultural Heritage II,"['copyright', 'copyright_holder']",3.0
7113,Metals and the Biology and Virulence of Brucella,"['copyright', 'copyright_holder']",3.0
9858,Distributed Space Missions for Earth System Monitoring,"['copyright', 'copyright_holder']",3.0
11444,More than Fighting for Peace?,"['copyright', 'copyright_holder']",3.0
8158,The Andes,"['copyright', 'copyright_holder']",3.0
8622,Victoria 2015,['discs'],4.0
6078,Mark Lanegan - I'll Take Care of You CD,['discs'],4.0
5913,Ron Wood - I've Got My Own Album to Do Vinyl LP Record,['discs'],4.0
7194,Duke Ellington - Blues In Orbit CD,['discs'],4.0
9216,Ahmad Jamal - Chamber Music of the New Jazz CD,['discs'],4.0
2862,Jaki Trio Byard / Michael Marcus - Involution CD,['discs'],4.0
9044,Crash and Burn 2016,['discs'],4.0
8854,Los Diablos - Un Nuevo Comienzo CD,['discs'],4.0
7849,Alice Nine - Tsubasa CD Single,['discs'],4.0
7075,Miles Davis - Kind of Blue CD,['discs'],4.0
9185,Jimi Hendrix / Jimi Experience Hendrix - Are You Experienced? CD,['discs'],4.0
7140,Eartha Kitt - Revisited CD,['discs'],4.0
7088,The Debt 2010,['discs'],4.0
10064,Diamond Best: Country Bluegrass CD,['discs'],4.0
7577,I Am Not a Serial Killer 2016,['discs'],4.0
8287,Michael Jackson - Thriller CD,['discs'],4.0
3156,The Revels Seasons For Singing: A Celebration of Country Life,['international_shipping'],5.0
8674,Debby Boone Home for Christmas,['international_shipping'],5.0
3213,Robert Palmer Riptide Bargain Audio CDs & Priceless Collection (series),['international_shipping'],5.0
10957,Balalaika Ensemble Wolga Sabre Dance,['international_shipping'],5.0
11181,Matchbox Twenty Yourself or Someone Like You,['international_shipping'],5.0
9383,Franz Ferdinand Franz Ferdinand,['international_shipping'],5.0
10919,Helen Merrill Parole E Musica,['international_shipping'],5.0
10699,Brian McKnight Greatest Hits,['international_shipping'],5.0
11439,Eva Cassidy Eva by Heart,['international_shipping'],5.0
7187,Leslie West Got Blooze,['international_shipping'],5.0
10452,Tarja What Lies Beneath,['international_shipping'],5.0
8472,Dismember Like an Everflowing Stream,['international_shipping'],5.0
6580,GoFit Wrist and Forearm Blaster,['international_shipping'],5.0
6776,Demis Roussos Demis,['international_shipping'],5.0
8799,Shorts,['measurements'],6.0
8026,NUDIE JEANS CO,['measurements'],6.0
6881,Ankle boot,['measurements'],6.0
6891,ORCIANI,['measurements'],6.0
8745,GIUSEPPE ZANOTTI DESIGN,['measurements'],6.0
7998,DANIELE ALESSANDRINI,['measurements'],6.0
6166,Knee length skirt,['measurements'],6.0
8764,C'N'C' COSTUME NATIONAL,['measurements'],6.0
8416,SERGIO ROSSI,['measurements'],6.0
7124,ANCIENT GREEK SANDALS,['measurements'],6.0
2134,Long skirt,['measurements'],6.0
6398,PAL ZILERI,['measurements'],6.0
8567,JIL SANDER NAVY,['measurements'],6.0
6399,ADIDAS by STELLA McCARTNEY,['measurements'],6.0
6442,Bomber,['measurements'],6.0
10786,LES 2 EXTREMES,['measurements'],6.0
6825,BOSTON per INGLESE,['measurements'],6.0
7894,10 CROSBY DEREK LAM,['measurements'],6.0
6929,3/4-length short,['measurements'],6.0
9125,I BLUES,['measurements'],6.0
9087,ELEVENTY,['measurements'],6.0
9057,JERRY KEY,['measurements'],6.0
8816,Leather belt,['measurements'],6.0
9045,5-pocket,['measurements'],6.0
6214,Casual pants,['measurements'],6.0
8914,MAISON MARGIELA 10,['measurements'],6.0
8947,LIU •JO,['measurements'],6.0
9761,3/4 length short,['measurements'],6.0
8902,Leggings,['measurements'],6.0
11297,Mules,['measurements'],6.0
10973,3/4 length skirt,['measurements'],6.0
8196,NOVEMB3R,['measurements'],6.0
8178,SEVENTY by SERGIO TEGON,['measurements'],6.0
6847,Mini skirt,['measurements'],6.0
8643,DIESEL,['measurements'],6.0
7137,PRADA,['measurements'],6.0
5858,CX Pump - Footwear D | YOOX.COM,['measurements'],6.0
7221,TWENTY8TWELVE,['measurements'],6.0
7450,Laced shoes,['measurements'],6.0
10477,Suits,['measurements'],6.0
7582,MARNI,['measurements'],6.0
4799,Jacket,['measurements'],6.0
7703,Down jacket,['measurements'],6.0
4833,Denim shorts,['measurements'],6.0
11267,Loafers,['measurements'],6.0
7013,FLORENCE416,['measurements'],6.0
7185,ERMANNO DI ERMANNO SCERVINO,['measurements'],6.0
6705,RENE' CAOVILLA,['measurements'],6.0
7261,CHLOÉ,['measurements'],6.0
10331,CLASS ROBERTO CAVALLI,['measurements'],6.0
10071,3.1 PHILLIP LIM,['measurements'],6.0
5036,Sandals,['measurements'],6.0
4648,Denim pants,['measurements'],6.0
7037,CANTARELLI,['measurements'],6.0
7448,DIESEL BLACK GOLD,['measurements'],6.0
10710,MAISON MARGIELA 14,['measurements'],6.0
8299,MELISSA + DOC DOG,['measurements'],6.0
8297,NORMA J.BAKER,['measurements'],6.0
10624,BALENCIAGA,['measurements'],6.0
8514,DENIM & SUPPLY RALPH LAUREN,['measurements'],6.0
7399,DOLCE & GABBANA,['measurements'],6.0
7658,NEW YORK INDUSTRIE,['measurements'],6.0
10700,CANTARELLI per ERALDO,['measurements'],6.0
7364,DSQUARED2,['measurements'],6.0
2211,LE JEAN DE MARITHÉ + FRANÇOIS GIRBAUD,['measurements'],6.0
7674,Cargo,['measurements'],6.0
7368,Moccasins,['measurements'],6.0
6617,Drew's Famous - DF Pirate Party CD,"['orig_year', 'discs']",7.0
8025,Carpenters - Gold CD,"['orig_year', 'discs']",7.0
7704,Mrs D A Fasoyin - Odun Yi Atura MP3 Music,"['orig_year', 'discs']",7.0
11132,East West Inspiration - Klezmer Jazz Classical CD,"['orig_year', 'discs']",7.0
11110,Lou Reed - American Poet CD,"['orig_year', 'discs']",7.0
10140,Hellhammer - Demon Entrails CD,"['orig_year', 'discs']",7.0
10711,Rachel Platten - Better Place MP3 Music,"['orig_year', 'discs']",7.0
8510,Black Star Riders - Heavy Fire CD,"['orig_year', 'discs']",7.0
2827,Mr Capone-E - Dedicated 2 the Oldies CD,"['orig_year', 'discs']",7.0
7052,Only Doo-Wop Collection You'll Ever Need CD,"['orig_year', 'discs']",7.0
6484,Rancheras Pal' Ranchero Banda CD,"['orig_year', 'discs']",7.0
7024,The Doobie Brothers - World Gone Crazy CD,"['orig_year', 'discs']",7.0
7565,Accept - Stalingrad CD,"['orig_year', 'discs']",7.0
2830,The Wrath and the Dawn (Wrath and the Dawn Series #1),['pages'],8.0
10954,A Portrait of Emily Price,['pages'],8.0
8553,THE EASY ORGANIZER,['pages'],8.0
10403,History of the University of Connecticut School of Business Administration: 75 years on the road to excellence: 1940-2015,['pages'],8.0
11046,Work Motivation in Organizational Behavior / Edition 2,['pages'],8.0
6341,LEGO Minecraft The Cave 21113,['pages'],8.0
7233,The Flanders Panel,['pages'],8.0
7804,Beautiful Bastard (Beautiful Series #1),['pages'],8.0
11118,Fables: The Deluxe Edition Book One,['pages'],8.0
6995,Provoked by Kensington Pub Corp,['pages'],8.0
3693,The Confession - Limited Edition,['pages'],8.0
7693,The Art of Zootopia,['pages'],8.0
7217,Impeachment: A Citizen's Guide,['pages'],8.0
11206,Cop Under Fire,['pages'],8.0
7880,Revenge of the Nerd: Or . . . The Singular Adventures of the Man Who Would Be Booger,['pages'],8.0
6414,"""Everyday Barbecue"" by Myron Mixon",['pages'],8.0
9538,Animal Homes (Emergent Readers EC),['pages'],8.0
9218,"TCP/IP in 24 Hours, Sams Teach Yourself, 6th Edition",['pages'],8.0
9053,The Gene: An Intimate History (Hardcover),['pages'],8.0
6260,Pete at the Beach (Pete the Cat Series),['pages'],8.0
5698,XXX RUDE Grey Vintage Skinny Jeans,"['sm', 'waist', 'us']",9.0
9121,DC Comics Harley Quinn Kawaii Cord Bracelet,"['sm', 'waist', 'us']",9.0
7972,Sailor Moon Amazoness Quartet Nehellenia Fabric Poster,"['sm', 'waist', 'us']",9.0
6916,Final Fantasy Trading Arts Blind Box Mini Figure,"['sm', 'waist', 'us']",9.0
6233,Star Wars Darth Vader Swim Bottoms,"['sm', 'waist', 'us']",9.0
8141,Black Kitty Ear Hot Pants,"['sm', 'waist', 'us']",9.0
10707,I Am Pusheen The Cat Paperback Book,"['sm', 'waist', 'us']",9.0
8737,New Japan Pro-Wrestling Bullet Club Cody T-Shirt,"['sm', 'waist', 'us']",9.0
8052,Disney Lilo & Stitch Tropical Kimono,"['sm', 'waist', 'us']",9.0
8840,SpongeBob SquarePants Toss Print Backpack,"['sm', 'waist', 'us']",9.0
10824,Harry Potter Deathly Hallows Girls Coat,"['sm', 'waist', 'us']",9.0
9259,Harry Potter Gryffindor Shield Banner Hot Topic Exclusive,"['sm', 'waist', 'us']",9.0
8071,The Lord Of the Rings Arwen Evenstar Key Chain,"['sm', 'waist', 'us']",9.0
8298,Trophy Sippy Cup,"['sm', 'waist', 'us']",9.0
7932,Riverdale Jughead Wuz Here Girls T-Shirt,"['sm', 'waist', 'us']",9.0
8587,Crayola X Kid Robot DIY Munny Figure,"['sm', 'waist', 'us']",9.0
9446,Funko Marvel Captain America: Civil War Pop! Black Panther Vinyl Bobble-Head,"['sm', 'waist', 'us']",9.0
7810,Smashing Pumpkins Siamese Dream T-Shirt,"['sm', 'waist', 'us']",9.0
8388,Dragon Ball Z Kame Symbol Contrast Hoodie,"['sm', 'waist', 'us']",9.0
6097,Series Shadow Dark T-Shirt,['x-large'],10.0
8832,Ride This RideBLACK Dark T-Shirt,['x-large'],10.0
6157,CHOR Mens Cargo Shorts,['x-large'],10.0
6431,BILLABONG By And By Dress,['x-large'],10.0
9980,SODA Equity Womens Work Boots,['x-large'],10.0
6092,The Brownie Hawkeye Camera White T-Shirt,['x-large'],10.0
6798,RIP CURL Lost Dream Womens Shorts,['x-large'],10.0
5520,(i'm not with him) Dark T-Shirt,['x-large'],10.0
6591,UNCLE RALPH Twill Mens Moto Jogger Pants,['x-large'],10.0
10424,Chicago Cubs World Series Champions 3 Pack Golf Chip Ball Markers By Team Golf,['x-large'],10.0
1135,Dewey Beach DE - Varsity Design Dark T-Shirt,['x-large'],10.0
5660,design Dark T-Shirt,['x-large'],10.0
